Tab;SIGNAL NAME;TEST_VALERE;"PORT ADDRESS 
(in decimal)";"OFFSET 
(number of bits, in decimal)";SIZE ;"TYPE 
(integer, float, boolean)";"Signed/
Unsigned";Sender;Receiver;Description;Type;Test 6 mai 2021;Fait;Configuration V1;Type de message V1;Fréquence pour logger;Testé via;Valeur en permanence sur MVB;Valeurs furtives sur MVB
PCE;PCE2_ISpare_502_250;;0x512;250;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_502_251;;0x512;251;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_502_252;;0x512;252;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_502_253;;0x512;253;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_502_254;;0x512;254;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_502_255;;0x512;255;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISerialNumber;;0x513;0;16;WORD;UNSIGNED16;orgpce2;orgmpu;Device serial Number;;;;;;;;;
PCE;PCE2_INetwVersion0;;0x513;16;8;CHAR;CHARACTER8;orgpce2;orgmpu;Network revision : The equipment sends its network Revision. Char 0;;;;;;;;;
PCE;PCE2_INetwVersion1;;0x513;24;8;CHAR;CHARACTER8;orgpce2;orgmpu;Network revision : The equipment sends its network Revision. Char 1;;;;;;;;;
PCE;PCE2_INetwVersion2;;0x513;32;8;CHAR;CHARACTER8;orgpce2;orgmpu;Network revision : The equipment sends its network Revision. Char 2;;;;;;;;;
PCE;PCE2_ISoftwVersion0;;0x513;40;8;CHAR;CHARACTER8;orgpce2;orgmpu;Revision of the software loaded on the device. Char 0;;;;;;;;;
PCE;PCE2_ISoftwVersion1;;0x513;48;8;CHAR;CHARACTER8;orgpce2;orgmpu;Revision of the software loaded on the device.Char 1;;;;;;;;;
PCE;PCE2_ISoftwVersion2;;0x513;56;8;CHAR;CHARACTER8;orgpce2;orgmpu;Revision of the software loaded on the device. Char 2;;;;;;;;;
PCE;PCE2_IHardwVersion0;;0x513;64;8;CHAR;CHARACTER8;orgpce2;orgmpu;Revision of the Hardware loaded on the device. Char 0;;;;;;;;;
PCE;PCE2_IHardwVersion1;;0x513;72;8;CHAR;CHARACTER8;orgpce2;orgmpu;Revision of the Hardware loaded on the device. Char 1;;;;;;;;;
PCE;PCE2_IHardwVersion2;;0x513;80;8;CHAR;CHARACTER8;orgpce2;orgmpu;Revision of the Hardware loaded on the device. Char 2;;;;;;;;;
PCE;PCE2_ISpare_503_88;;0x513;88;8;BYTE;UNSIGNED8;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_IAutoTestStep;;0x513;96;16;WORD;UNSIGNED16;orgpce2;orgmpu;Current step of the autotest or test number that failed;;;;;;;;;
PCE;PCE2_ISpare_503_112;;0x513;112;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_128;;0x513;128;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_144;;0x513;144;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_160;;0x513;160;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_176;;0x513;176;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_IRescueTL;;0x513;192;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Rescue Mode TL (1 = Rescue Mode);;;;;;;;;
PCE;PCE2_IPulseEnable;;0x513;193;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Pulses are enable (1 = enable);;;;;;;;;
PCE;PCE2_IMainCBOff;;0x513;194;1;BOOL;BOOLEAN1;orgpce2;orgmpu;main circuit breaker open command (1 = open command);;;;;;;;;
PCE;PCE2_IForwardTL;;0x513;195;1;BOOL;BOOLEAN1;orgpce2;orgmpu;AC3 driving direction (DIR1) (1 =Forward trainline on);;;;;;;;;
PCE;PCE2_IReverseTL;;0x513;196;1;BOOL;BOOLEAN1;orgpce2;orgmpu;AC3 driving direction (DIR2) (1 = Reverse trainline on);;;;;;;;;
PCE;PCE2_IZSpeed;;0x513;197;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Zero speed threshold (1 = zerospeed);;;;;;;;;
PCE;PCE2_IRollBack;;0x513;198;1;BOOL;BOOLEAN1;orgpce2;orgmpu;roll back (1 = Roll Back);;;;;;;;;
PCE;PCE2_ITractionTL;;0x513;199;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Traction Train Line (1 = traction);;;;;;;;;
PCE;PCE2_INoBrakeTL;;0x513;200;1;BOOL;BOOLEAN1;orgpce2;orgmpu;No Brake (1 = No Brake);;;;;;;;;
PCE;PCE2_INoEmergBrk;;0x513;201;1;BOOL;BOOLEAN1;orgpce2;orgmpu;No Emergency Brake (1 = No Emergency);;;;;;;;;
PCE;PCE2_INoSafetyBrk;;0x513;202;1;BOOL;BOOLEAN1;orgpce2;orgmpu;No safety brake from (NO_SB) (1 = ON);;;;;;;;;
PCE;PCE2_INoAPSSupply;;0x513;203;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Information No APS supply (1 = ON);;;;;;;;;
PCE;PCE2_IMecBrakeRel;;0x513;204;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Local mecanical brake is released (1 = released);;;;;;;;;
PCE;PCE2_IMecBrakeAppli;;0x513;205;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Local mecanical brake applied (1 = applied);;;;;;;;;
PCE;PCE2_IMecBrakeIsol;;0x513;206;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Local mecanical brake isolated (1 = isolated);;;;;;;;;
PCE;PCE2_IBCURelay;;0x513;207;1;BOOL;BOOLEAN1;orgpce2;orgmpu;AC3 BCU command Ok (1 = Command by PCE);;;;;;;;;
PCE;PCE2_IMecBrakeOut0;;0x513;208;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Mecanical output command 0 (1 = Command);;;;;;;;;
PCE;PCE2_IMecBrakeOut1;;0x513;209;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Mecanical output command 1 (1 = Command);;;;;;;;;
PCE;PCE2_IMecBrakeOut2;;0x513;210;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Mecanical output command 2 (1 = Command);;;;;;;;;
PCE;PCE2_IMecBrakeOut3;;0x513;211;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Mecanical output command 3 (1 = Command);;;;;;;;;
PCE;PCE2_IReducPowrTestDone;;0x513;212;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Reduc Power Test Complete (True = complete);;;;;;;;;
PCE;PCE2_IReducPowrTestRes;;0x513;213;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Reduc power Test Passed (True = Passed, False = Failed);;;;;;;;;
PCE;PCE2_INoDeadmanEmergBrk;;0x513;214;1;BOOL;BOOLEAN1;orgpce2;orgmpu;No deadman emergency brake ( 1 = no brake);;;;;;;;;
PCE;PCE2_INoDoorsPassengerEmergBrk;;0x513;215;1;BOOL;BOOLEAN1;orgpce2;orgmpu;No doors/passengers emergency brake ( 1 = no brake);Etat;Y;X;;;;;;
PCE;PCE2_ITrackBrakesOut;;0x513;216;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Track brakes output command ( 1 = command);;;;;;;;;
PCE;PCE2_ISpare_503_217;;0x513;217;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_218;;0x513;218;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_219;;0x513;219;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_220;;0x513;220;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_221;;0x513;221;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_222;;0x513;222;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_223;;0x513;223;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_224;;0x513;224;8;BYTE;UNSIGNED8;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_232;;0x513;232;8;BYTE;UNSIGNED8;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_240;;0x513;240;8;BYTE;UNSIGNED8;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_503_248;;0x513;248;8;BYTE;UNSIGNED8;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_Icons_effort_signe_av_abc_invA;;0x514;0;16;WORD;UNSIGNED16;orgpce2;orgmpu;Effort demand before ABC correction of inverter A [daN] (to be transformed into INT type);;;;;;;;;
PCE;PCE2_IF_elec_achieve_blend;;0x514;16;16;WORD;UNSIGNED16;orgpce2;orgmpu;Electric achieve blend transmitted to dual Agate (to be transformed into INT type);;;;;;;;;
PCE;PCE2_IN_date_adj;;0x514;32;16;WORD;UNSIGNED16;orgpce2;orgmpu;Emitter cycle life counter for the Agate in the other vehicle;;;;;;;;;
PCE;PCE2_IVs1MB;;0x514;48;16;WORD;UNSIGNED16;orgpce2;orgmpu;Speed from other motor bogie;;;;;;;;;
PCE;PCE2_ISpare_504_64;;0x514;64;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_80;;0x514;80;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_96;;0x514;96;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_112;;0x514;112;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_128;;0x514;128;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_144;;0x514;144;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_160;;0x514;160;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_176;;0x514;176;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_192;;0x514;192;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_208;;0x514;208;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_224;;0x514;224;16;WORD;UNSIGNED16;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_IVs1MBVal;;0x514;240;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Validity of speed from other motor bogie;;;;;;;;;
PCE;PCE2_ISpare_504_241;;0x514;241;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_242;;0x514;242;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_243;;0x514;243;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_244;;0x514;244;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_245;;0x514;245;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_246;;0x514;246;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_247;;0x514;247;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_248;;0x514;248;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_249;;0x514;249;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_250;;0x514;250;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_251;;0x514;251;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_252;;0x514;252;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_253;;0x514;253;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_254;;0x514;254;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
PCE;PCE2_ISpare_504_255;;0x514;255;1;BOOL;BOOLEAN1;orgpce2;orgmpu;Spare;;;;N;NA;;;;
MPU;VAR_MPU;;0x002;0;8;USINT;CHARACTER8*8;orgmpu;orgmpu_red;Red:;;;;;;;;;
MPU;VAR_MPU_RED;;0x003;0;8;USINT;CHARACTER8*8;orgmpu_red;orgmpu;Red:;;;;;;;;;
MPU;MPU_CTCMSAlive_local;;0x004;0;16;WORD;UNSIGNED16;orgmpu;orgmpu_red;Signal de vie du MPU vers le MPU red;;;;;;;;;
MPU;MPU_CMPUSoftVersion0_local;;0x004;16;8;USINT;CHARACTER8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CMPUSoftVersion1_local;;0x004;24;8;USINT;CHARACTER8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CMPUSoftVersion2_local;;0x004;32;8;USINT;CHARACTER8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CCRCParam1_local;;0x004;40;8;USINT;CHARACTER8;orgmpu;orgmpu_red;CRC du MPU vers le MPU red;;;;;;;;;
MPU;MPU_CCRCParam2_local;;0x004;48;8;USINT;CHARACTER8;orgmpu;orgmpu_red;CRC du MPU vers le MPU red;;;;;;;;;
MPU;MPU_CCRCParam3_local;;0x004;56;8;USINT;CHARACTER8;orgmpu;orgmpu_red;CRC du MPU vers le MPU red;;;;;;;;;
MPU;MPU_CCRCParam4_local;;0x004;64;8;USINT;CHARACTER8;orgmpu;orgmpu_red;CRC du MPU vers le MPU red;;;;;;;;;
MPU;MPU_CSpare004_72_local;;0x004;72;8;BYTE;UNSIGNED8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CSpare004_80_local;;0x004;80;8;BYTE;UNSIGNED8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CSpare004_88_local;;0x004;88;8;BYTE;UNSIGNED8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CSpare004_96_local;;0x004;96;8;BYTE;UNSIGNED8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CSpare004_104_local;;0x004;104;8;BYTE;UNSIGNED8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CSpare004_112_local;;0x004;112;8;BYTE;UNSIGNED8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CSpare004_120_local;;0x004;120;8;BYTE;UNSIGNED8;orgmpu;orgmpu_red;Spare;;;;N;NA;;;;
MPU;MPU_CTCMSAlive_remote;;0x005;0;16;WORD;UNSIGNED16;orgmpu_red;orgmpu;Signal de vie du MPU red vers le MPU;;;;;;;;;
MPU;MPU_CMPUSoftVersion0_remote;;0x005;16;8;USINT;CHARACTER8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CMPUSoftVersion1_remote;;0x005;24;8;USINT;CHARACTER8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CMPUSoftVersion2_remote;;0x005;32;8;USINT;CHARACTER8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CCRCParam1_remote;;0x005;40;8;USINT;CHARACTER8;orgmpu_red;orgmpu;CRC du MPU red vers le MPU;;;;;;;;;
MPU;MPU_CCRCParam2_remote;;0x005;48;8;USINT;CHARACTER8;orgmpu_red;orgmpu;CRC du MPU red vers le MPU;;;;;;;;;
MPU;MPU_CCRCParam3_remote;;0x005;56;8;USINT;CHARACTER8;orgmpu_red;orgmpu;CRC du MPU red vers le MPU;;;;;;;;;
MPU;MPU_CCRCParam4_remote;;0x005;64;8;USINT;CHARACTER8;orgmpu_red;orgmpu;CRC du MPU red vers le MPU;;;;;;;;;
MPU;MPU_CSpare005_72_remote;;0x005;72;8;BYTE;UNSIGNED8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CSpare005_80_remote;;0x005;80;8;BYTE;UNSIGNED8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CSpare005_88_remote;;0x005;88;8;BYTE;UNSIGNED8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CSpare005_96_remote;;0x005;96;8;BYTE;UNSIGNED8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CSpare005_104_remote;;0x005;104;8;BYTE;UNSIGNED8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CSpare005_112_remote;;0x005;112;8;BYTE;UNSIGNED8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CSpare005_120_remote;;0x005;120;8;BYTE;UNSIGNED8;orgmpu_red;orgmpu;Spare;;;;N;NA;;;;
MPU;MPU_CTCMSAlive;;0x100;0;16;WORD;UNSIGNED16;orgmpu;orgpce1,orgpce2;Counter incremented by the TCMS application software at each cycle (to be recorded in EVR) (to send to ATC);;;;;;;;;
MPU;MPU_CUnitOper;;0x100;16;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;When functioning, the applicative software of TCMS shall set this variable to 1 (to be recorded in EVR)  (to send to ATC);;;;;;;;;
MPU;MPU_CTrainOper;;0x100;17;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;As there is no M.U. service, this variable is the same as unit oper (=1 when application running).;;;;;;;;;
MPU;MPU_CShutDownInP;;0x100;18;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Flag to indicate that shutdown is in progress ( = 1 during about 30s).(to be recorded in EVR);;;;;;;;;
MPU;MPU_CAuthorMaint;;0x100;19;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Flag to indicate that software uploading of the device or other maintenance operations  is authorised. (1 = authorised).;;;;;;;;;
MPU;MPU_CSpr100SB20;;0x100;20;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;spare;;;;N;NA;;;;
MPU;MPU_CSpr100SB21;;0x100;21;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;spare;;;;N;NA;;;;
MPU;MPU_CSpr100SB22;;0x100;22;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;spare;;;;N;NA;;;;
MPU;MPU_CSpr100SB23;;0x100;23;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;spare;;;;N;NA;;;;
MPU;MPU_CSpr100SB24;;0x100;24;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;spare;;;;N;NA;;;;
MPU;MPU_CSpr100SB25;;0x100;25;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;spare;;;;N;NA;;;;
MPU;MPU_CSpr100SB26;;0x100;26;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;spare;;;;N;NA;;;;
MPU;MPU_CSpr100SB27;;0x100;27;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;spare;;;;N;NA;;;;
MPU;MPU_CMPU1_Oper;;0x100;28;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;mastership management (to be recorded in EVR);;;;;;;;;
MPU;MPU_CMPU2_Oper;;0x100;29;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;mastership management (to be recorded in EVR);;;;;;;;;
MPU;MPU_CMPU1_Master;;0x100;30;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;mastership management (to be recorded in EVR);;;;;;;;;
MPU;MPU_CMPU2_Master;;0x100;31;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;mastership management (to be recorded in EVR);;;;;;;;;
MPU;MPU_CSpr100I32;;0x100;32;16;INT;INTEGER16;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr100I48;;0x100;48;16;INT;INTEGER16;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr100I64;;0x100;64;16;INT;INTEGER16;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr100I80;;0x100;80;16;INT;INTEGER16;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr100I96;;0x100;96;16;INT;INTEGER16;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr100I112;;0x100;112;16;INT;INTEGER16;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CDateTimeSec;;0x101;0;32;DWORD;UNSIGNED32;orgmpu;orgpce1,orgpce2;"Date and time provided by the TCMS to all equipment.
 (to be recorded in EVR)";;;;;;;;;
MPU;MPU_CDateTimeTick;;0x101;32;16;WORD;UNSIGNED16;orgmpu;orgpce1,orgpce2;"Date and time provided by the TCMS to all equipment.
 (to be recorded in EVR)";;;;;;;;;
MPU;MPU_CTrainNumber;;0x101;48;16;WORD;UNSIGNED16;orgmpu;orgpce1,orgpce2;"Number of the train or unit :
A unit is a set of car whose configuration is not normally changed in normal operation. As far as possible, this should be recorded on the device as context to every fault.
 (to be recorded in EVR)";;;;;;;;;
MPU;MPU_CSerialNumber;;0x101;64;16;WORD;UNSIGNED16;orgmpu;orgpce1,orgpce2;"Device serial Number
 (to be recorded in EVR)";;;;;;;;;
MPU;MPU_CNetwVersion0;;0x101;80;8;USINT;CHARACTER8;orgmpu;orgpce1,orgpce2;"Identification of the network revision : 
the equipment receives the network revision in order to check its  consistency between its own network revision and the one of the TCMS.
Should there be incompatibility between the TCMS network version and equipme";;;;;;;;;
MPU;MPU_CNetwVersion1;;0x101;88;8;USINT;CHARACTER8;orgmpu;orgpce1,orgpce2;"Identification of the network revision : 
the equipment receives the network revision in order to check its  consistency between its own network revision and the one of the TCMS.
Should there be incompatibility between the TCMS network version and equipme";;;;;;;;;
MPU;MPU_CNetwVersion2;;0x101;96;8;USINT;CHARACTER8;orgmpu;orgpce1,orgpce2;"Identification of the network revision : 
the equipment receives the network revision in order to check its  consistency between its own network revision and the one of the TCMS.
Should there be incompatibility between the TCMS network version and equipme";;;;;;;;;
MPU;MPU_CEV_Tcms_Device;;0x101;104;8;BYTE;UNSIGNED8;orgmpu;orgpce1,orgpce2;Device number of the centralised TCMS device, to which, event have to be sent ;;;;;;;;;
MPU;MPU_CTrainIsReady;;0x101;112;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;"TCMS informing the train is ready  (1 = ready)
All equipment connected on MVB awake.
When this signal = 0, then battery can be disconnected";;;;;;;;;
MPU;MPU_COffLoadTest;;0x101;113;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;TCMS informing the train is in OFF LOAD TEST state  (1 = test in progress);;;;N;NA;;;;
MPU;MPU_CReducPowrTest;;0x101;114;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;TCMS informing the train is in REDUCED POWER TEST state  (1 = test in progress);;;;;;;;;
MPU;MPU_CTrainInMaintc;;0x101;115;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;TCMS informing the train is in MAINTENANCE state  (1 = Maintenance state);;;;;;;;;
MPU;MPU_CIOSRescue;;0x101;116;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;TCMS informing the Incorrect Operational State n° 1 : Rescue the train;;;;;;;;;
MPU;MPU_CIOSDeTrain;;0x101;117;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;TCMS informing the Incorrect Operational State n° 2 : De - train;;;;;;;;;
MPU;MPU_CIOSEndLine;;0x101;118;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;TCMS informing the Incorrect Operational State n° 3 : End of Line;;;;;;;;;
MPU;MPU_CIOSEndDay;;0x101;119;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;TCMS informing the Incorrect Operational State n° 4 : End of Day;;;;;;;;;
MPU;MPU_CIOSMaintce;;0x101;120;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;TCMS informing the Incorrect Operational State n° 5 : Maintenance Information;;;;;;;;;
MPU;MPU_CSpr101B121;;0x101;121;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr101B122;;0x101;122;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr101B123;;0x101;123;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr101B124;;0x101;124;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr101B125;;0x101;125;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr101B126;;0x101;126;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;MPU_CSpr101B127;;0x101;127;1;BOOL;BOOLEAN1;orgmpu;orgpce1,orgpce2;Spare;;;;N;NA;;;;
MPU;heure;;0x103;0;48;WORD[3];TIMEDATE48;orgmpu;riom1,riom2,riom3,riom4,riom5,riom6;Time :;;;;;;;;;
MPU;MPU_State;;0x104;0;8;BYTE;UNSIGNED8;orgmpu;riom1,riom2,riom3,riom4,riom5,riom6,orgpce1,orgpce2;State :;;;;;;;;;
MPU;State_RIOM1;;0x300;0;8;BYTE;UNSIGNED8;riom1;orgmpu;State :;;;;;;;;;
MPU;Mode_RIOM1;;0x300;8;8;BYTE;UNSIGNED8;riom1;orgmpu;Mode :;;;;;;;;;
MPU;Reset_RIOM1;;0x200;5;1;BOOL;BOOLEAN1;orgmpu;riom1;Ctrl :;;;;;;;;;
MPU;Stop_of_train_system_RIOM1;;0x200;6;1;BOOL;BOOLEAN1;orgmpu;riom1;Ctrl :;;;;;;;;;
MPU;Maintenance_RIOM1;;0x200;7;1;BOOL;BOOLEAN1;orgmpu;riom1;Ctrl :;;;;;;;;;
MPU;State_RIOM2;;0x320;0;8;BYTE;UNSIGNED8;riom2;orgmpu;State :;;;;;;;;;
MPU;Mode_RIOM2;;0x320;8;8;BYTE;UNSIGNED8;riom2;orgmpu;Mode :;;;;;;;;;
